,ID,Username,Date,Tweet,Hashtags,RT,SA,Float
0,1.2266474574397276e+18,JunizarT,Sun Feb 09 23:21:58 +0000 2020,kreatif tagar gitu,,0.0,Negatif,0.002361885504797101
0,1.2266068312142193e+18,surgarakyat,Sun Feb 09 20:40:32 +0000 2020,niretika janji jokowi keluhan sri mulyani,,0.0,Positif,0.9712095856666565
0,1.226570885873709e+18,farhanputraa85,Sun Feb 09 18:17:42 +0000 2020,hez,mabestni; mabespolri; yogjakarta; 2019GantiPresiden; 2019tetapjokowi; pdip; nasdem; golkar; ppp; pkb; ,1.0,Netral,0.6010496020317078
0,1.2265637473862574e+18,ham_hez,Sun Feb 09 17:49:20 +0000 2020,,mabestni; mabespolri; yogjakarta; 2019GantiPresiden; 2019tetapjokowi; pdip; nasdem; golkar; ppp; pkb; hanura; psi; gerindra; pks; pan; demokrat; sumatra; jawa; bali; kalimantan; sulawesi; maluku; papua; bali; nusatenggarabarat; nusatenggaratimur; ICJ; UN; ,1.0,Netral,0.6010496020317078
0,1.2265599015995884e+18,sandhisandoro,Sun Feb 09 17:34:03 +0000 2020,ade armando dilaporkan polisi ormas islam bgst,,0.0,Positif,0.9926511645317078
0,1.2265473637429617e+18,dukun4duit,Sun Feb 09 16:44:14 +0000 2020,diaz dias shinta shanti lowongankerja diazyusufilham diaspurnamayusuf informasi cameltoe dukuncabul pengajiancondet pemilihan motogp,,0.0,Netral,0.6010496020317078
0,1.226540598292816e+18,farhanputraa85,Sun Feb 09 16:17:21 +0000 2020,khilda dibilangin,2019GantiPresiden; ,1.0,Negatif,0.29979217052459717
0,1.226528569506947e+18,abi_khilda,Sun Feb 09 15:29:33 +0000 2020,dibilangin,2019GantiPresiden; ,1.0,Negatif,0.29979217052459717
0,1.2265285632700785e+18,NdesoParjo,Sun Feb 09 15:29:31 +0000 2020,ganti rokok linting,2019GantiPresiden; ,1.0,Positif,0.8865877985954285
0,1.226524667927724e+18,Suharto_Qing_Wu,Sun Feb 09 15:14:03 +0000 2020,virus corona azab bukan,,0.0,Positif,0.9765565395355225
0,1.2264932037773844e+18,duh_mnas,Sun Feb 09 13:09:01 +0000 2020,pantengin tayangan tweet tagar,2019GantiPresiden; ,0.0,Negatif,0.13409996032714844
0,1.2264839393275863e+18,anto244342,Sun Feb 09 12:32:12 +0000 2020,komnas perempuan bela psk digerebek diam penangkapan dzikria dzatil dituduh menghina risma,,3.0,Positif,0.7125546336174011
0,1.2264487987396813e+18,Simon_Naiborhu,Sun Feb 09 10:12:34 +0000 2020,empire pari negara takut tagarnya tagar kalah bantuan rakyat memilih beliau takut,2019gantipresiden; ,0.0,Negatif,0.08645264804363251
0,1.226446529361105e+18,KRobet02,Sun Feb 09 10:03:33 +0000 2020,dibahas rapim nasib panitia khusus jiwasraya jelas bahas rapim ketua ri dari partai perampo,,3.0,Negatif,0.14355182647705078
0,1.2264399826565489e+18,CintaLenstari,Sun Feb 09 09:37:32 +0000 2020,pendukung jokowi lelah kesal netizen rasakan nikmati hahaha,,0.0,Positif,0.920261025428772
0,1.2264373411174728e+18,Gemacan70Back,Sun Feb 09 09:27:02 +0000 2020,dibahas rapim nasib panitia khusus jiwasraya jelas bahas rapim ketua ri dari partai perampok uang rakyat ditambah si kuning ditambah partai kucing kesabet belum kena adzab capee dehh,PolitikusLobaGaya; ,3.0,Negatif,0.08073072135448456
0,1.2264368421127414e+18,aron_ashasb,Sun Feb 09 09:25:03 +0000 2020,mantan mufti mesir shaikh ali jumu ah berkat jasa presiden soekarno al azhar ditutup,,0.0,Negatif,0.00608478207141161
0,1.226417345146577e+18,Sketsa_,Sun Feb 09 08:07:35 +0000 2020,warganet curigai relawan jokowi cekik polisi damai,,0.0,Positif,0.9631971120834351
0,1.2264173438631485e+18,Sketsa_,Sun Feb 09 08:07:35 +0000 2020,tewasnya li wenliang dokter penemu virus corona dituduh polisi menyebarkan isu bohong,,0.0,Netral,0.4923044443130493
0,1.2264173388383724e+18,Sketsa_,Sun Feb 09 08:07:33 +0000 2020,keren turki pakistan rencanakan kesepakatan kewarganegaraan ganda,,0.0,Negatif,0.126251682639122
0,1.2264173295354102e+18,Sketsa_,Sun Feb 09 08:07:31 +0000 2020,lagi lagi anies tutup diskotek,,0.0,Netral,0.6010496020317078
0,1.226417327228543e+18,Sketsa_,Sun Feb 09 08:07:31 +0000 2020,mengungkap fakta lain sesungguhnya pengendali negeri,,0.0,Negatif,0.05163469910621643
0,1.2264173215409766e+18,Sketsa_,Sun Feb 09 08:07:29 +0000 2020,hoax presiden xi jinping umat islam berdoa china dilanda virus corona,,0.0,Positif,0.8538532853126526
0,1.2264173186889073e+18,Sketsa_,Sun Feb 09 08:07:29 +0000 2020,pendukung jokowi cekik polisi dibilang stres pendukungnya orang orang stres ya,,0.0,Positif,0.9684798121452332
0,1.2264173164072387e+18,Sketsa_,Sun Feb 09 08:07:28 +0000 2020,pria nekad cekik polisi lintas sekretaris jenderal rakyat militan jokowi,,0.0,Netral,0.5774667859077454
0,1.226417314117116e+18,Sketsa_,Sun Feb 09 08:07:28 +0000 2020,ditresnarkoba polda metro jaya sosialisasi,,0.0,Netral,0.6010496020317078
0,1.2264173103171052e+18,Sketsa_,Sun Feb 09 08:07:27 +0000 2020,ekonom presiden pertumbuhan ekonomi,,0.0,Negatif,0.022910699248313904
0,1.226417308672852e+18,Sketsa_,Sun Feb 09 08:07:26 +0000 2020,tanggapi jokowi din syamsuddin pemerintah kufur nikmat kekayaan alam indonesia,,0.0,Positif,0.8854060769081116
0,1.2264173073223762e+18,Sketsa_,Sun Feb 09 08:07:26 +0000 2020,pendukung orang pilih orang baik mengalami stres,,0.0,Positif,0.9824357032775879
0,1.2264173044744643e+18,Sketsa_,Sun Feb 09 08:07:25 +0000 2020,mui penghina risma ditangkap penghina nabi,,0.0,Netral,0.6010496020317078
0,1.2264173031155016e+18,Sketsa_,Sun Feb 09 08:07:25 +0000 2020,subhanallah januari jepang sediakan sholat tol,,0.0,Positif,0.7626884579658508
0,1.2264173020165489e+18,Sketsa_,Sun Feb 09 08:07:25 +0000 2020,mantan kristiani lihat jenazah utuh,,0.0,Positif,0.8171188235282898
0,1.2264173004773007e+18,Sketsa_,Sun Feb 09 08:07:24 +0000 2020,kecanduan game online pemuda tusuk kandung kali,,0.0,Netral,0.6860303282737732
0,1.226417298547802e+18,Sketsa_,Sun Feb 09 08:07:24 +0000 2020,masiku ketemu kpk gelar tahlilan,,0.0,Positif,0.9057893753051758
0,1.226417296765268e+18,Sketsa_,Sun Feb 09 08:07:23 +0000 2020,innalillahi istri chrisye meninggal dunia,,0.0,Netral,0.6010496020317078
0,1.226417295054037e+18,Sketsa_,Sun Feb 09 08:07:23 +0000 2020,subdit narkotika psikotropika obat terlarang polda metro home industri tembakau sintetis,,0.0,Positif,0.9712095856666565
0,1.226417291857924e+18,Sketsa_,Sun Feb 09 08:07:22 +0000 2020,pemuda ganteng facebook yuyun tipu gadis pacar,,0.0,Positif,0.8948364853858948
0,1.22640002485615e+18,Toklexloveunyil,Sun Feb 09 06:58:45 +0000 2020,piyuu,,0.0,Netral,0.6010496020317078
0,1.226383092568359e+18,KailPancing,Sun Feb 09 05:51:29 +0000 2020,mrk penegak taggar tetep bangsat mentalnya,,0.0,Negatif,0.3824388384819031
0,1.2263645446178693e+18,RyanBayCan,Sun Feb 09 04:37:46 +0000 2020,inget inget kaulah jari jari punya okesip,2019GantiPresiden; ,1.0,Positif,0.9373098015785217
0,1.2263600113763246e+18,masbudi111,Sun Feb 09 04:19:46 +0000 2020,gila bener anak kandung beda bapaknya beda ibunya alias anak setan alias anak durhaka berbakti nya,,0.0,Netral,0.6400597095489502
0,1.2263543235645563e+18,Gemacan70Back,Sun Feb 09 03:57:09 +0000 2020,manusia berencana tuhan menetukan ekonomi china diambang kehancuran akibat virus corona kota shanghai kosong melompong akibat kesombongan penguasa wuiihh kota metropolitan,EkonomiSurutHukumAmbruk; ,0.0,Positif,0.9931681156158447
0,1.226351979141587e+18,shabirun_husnum,Sun Feb 09 03:47:51 +0000 2020,kitapun semangatnya saat itu melambungkan hastag,2019GantiPresiden; ,1.0,Netral,0.5538929104804993
0,1.2263373822044447e+18,uwitbesiar,Sun Feb 09 02:49:50 +0000 2020,suka kagum kehebatan mardani berpolitik menciptakan dia bom molotov dirumahnya diduga play victim dia isis bermanuver politik dia,2019gantipresiden; ,0.0,Netral,0.5189761519432068
0,1.22630989261022e+18,AkhyarTaqiyudin,Sun Feb 09 01:00:36 +0000 2020,sambutan hangat pondok pesantren an najach jateng hati tulus ikhlas mendapt sambutan hangat masyarakat pelukan se,,7.0,Positif,0.7822068929672241
0,1.2263020156905595e+18,IMulya77,Sun Feb 09 00:29:18 +0000 2020,ri swara rakyat indonesia anggota dewan mardani sera pembuat tumbang mau jemput mantan isis hidup suka cari penyakit tuman,2019GantiPresiden; ,1.0,Negatif,0.0031735470984131098
0,1.2262103700223058e+18,Jajang_CBA,Sat Feb 08 18:25:08 +0000 2020,kerja jokowi luhut menikmati,,1.0,Positif,0.8634394407272339
0,1.226208432191103e+18,farhanputraa85,Sat Feb 08 18:17:26 +0000 2020,sih tagarnya keren eh setalah pendaftaran capres tagarnya berubah,2019GantiPresiden; ,1.0,Positif,0.9038265943527222
0,1.2262084191175025e+18,farhanputraa85,Sat Feb 08 18:17:23 +0000 2020,hesteg ikn segarang hesteg didu,ikatankomedinasional; 2019gantipresiden; ,1.0,Negatif,0.022292360663414
0,1.2262083508507812e+18,ranioktaviani92,Sat Feb 08 18:17:07 +0000 2020,sih tagarnya keren eh setalah pendaftaran capres tagarnya berubah partai allah isinya orang cakar cakaran,2019GantiPresiden; 2019GantiKardus; Jokowi2Periode; ,1.0,Positif,0.9832738637924194
0,1.2261955439715e+18,achmdstwn,Sat Feb 08 17:26:13 +0000 2020,hesteg ikn segarang hesteg didu didu,ikatankomedinasional; 2019gantipresiden; ,1.0,Negatif,0.022292360663414
0,1.2261731151908045e+18,ddwihendro,Sat Feb 08 15:57:06 +0000 2020,teroris lakukan aksi korban berjatuhan orang brsemangat mengutuk kekej,,64.0,Negatif,0.31317341327667236
0,1.2261697736726897e+18,andiniagustin08,Sat Feb 08 15:43:49 +0000 2020,dodii i mean this homeland of randang andre rosiade didominasi kaum penganut,2019GantiPresiden; ,0.0,Netral,0.6010496020317078
0,1.2261695324079596e+18,andiniagustin08,Sat Feb 08 15:42:52 +0000 2020,homeland of randang andre rosiade didominasi kaum penganut,2019GantiPresiden; ,0.0,Netral,0.6010496020317078
0,1.226134565527249e+18,AlvaBravo4,Sat Feb 08 13:23:55 +0000 2020,krokot menyesal mencoba bertahan,2019GantiPresiden; ,0.0,Negatif,0.029346821829676628
0,1.2261179772017582e+18,stevanustand,Sat Feb 08 12:18:00 +0000 2020,gk politikus pks isis eks wni dipulangkan jaga sdh menipu masyara,,18.0,Positif,0.992830216884613
